doc_id,page_number,text
NLP_ch8,1,maxent models and discrimina ve es ma on genera ve vs discrimina ve models christopher manning
NLP_ch8,2,christopher manning introduc on so far we ve looked at genera ve models language models naive bayes but there is now much use of condi onal or discrimina ve probabilis c models in nlp speech ir and ml generally because they give high accuracy performance they make it easy to incorporate lots of linguis cally important features they allow automa c building of language independent retargetable nlp modules
NLP_ch8,3,christopher manning joint vs condi onal models we have some data d c of paired observa ons d and hidden classes c joint genera ve models place probabili es over p c d both observed data and the hidden stuff gene rate the observed data from hidden stuff all the classic statnlp models n gram models naive bayes classifiers hidden markov models probabilis c context free grammars ibm machine transla on alignment models
NLP_ch8,4,christopher manning joint vs condi onal models discrimina ve condi onal models take the data p c d as given and put a probability over hidden structure given the data logis c regression condi onal loglinear or maximum entropy models condi onal random fields also svms averaged perceptron etc are discrimina ve classifiers but not directly probabilis c
NLP_ch8,5,christopher manning bayes net graphical models bayes net diagrams draw circles for random variables and lines for direct dependencies some variables are observed some are hidden each node is a liyle classifier condi onal probability table based on incoming arcs c c d d d d d d naive bayes logis c regression genera ve discrimina ve
NLP_ch8,6,christopher manning condi onal vs joint likelihood a joint model gives probabili es p d c and tries to maximize this joint likelihood it turns out to be trivial to choose weights just rela ve frequencies a condi onal model gives probabili es p c d it takes the data as given and models only the condi onal probability of the class we seek to maximize condi onal likelihood harder to do as we ll see more closely related to classifica on error
NLP_ch8,7,christopher manning condi onal models work well word sense disambigua on training set even with exactly the same features changing from objective accuracy joint to condi onal joint like es ma on increases cond like performance test set that is we use the same objective accuracy smoothing and the same word class features we just joint like change the numbers cond like parameters klein and manning using senseval data
NLP_ch8,8,maxent models and discrimina ve es ma on genera ve vs discrimina ve models christopher manning
NLP_ch8,9,discrimina ve model features making features from text for discrimina ve nlp models christopher manning
NLP_ch8,10,christopher manning features in these slides and most maxent work features f are elementary pieces of evidence that link aspects of what we observe d with a category c that we want to predict a feature is a func on with a bounded real value f c d ℝ
NLP_ch8,11,christopher manning features in these slides and most maxent work features f are elementary pieces of evidence that link aspects of what we observe d with a category c that we want to predict a feature is a func on with a bounded real value
NLP_ch8,12,christopher manning example features f c d c location w in iscapitalized w f c d c location hasaccentedlatinchar w f c d c drug ends w c location location drug person in arcadia in québec taking zantac saw sue models will assign to each feature a weight a posi ve weight votes that this configura on is likely correct a nega ve weight votes that this configura on is likely incorrect
NLP_ch8,13,christopher manning example features f c d c location w in iscapitalized w f c d c location hasaccentedlatinchar w f c d c drug ends w c location location drug person in arcadia in québec taking zantac saw sue models will assign to each feature a weight a posi ve weight votes that this configura on is likely correct a nega ve weight votes that this configura on is likely incorrect
NLP_ch8,14,christopher manning feature expecta ons we will crucially make use of two expecta ons actual or predicted counts of a feature firing empirical count expecta on of a feature empirical e f f c d i i c d observed c d model expecta on of a feature e f p c d f c d i i c d c d
NLP_ch8,15,christopher manning features in nlp uses usually a feature specifies an indicator func on a yes no boolean matching func on of proper es of the input and a par cular class f c d φ d c c value is or i j they pick out a data subset and suggest a label for it we will say that φ d is a feature of the data d when for each c the conjunc on φ d c c is a feature of the data class j j pair c d
NLP_ch8,16,christopher manning features in nlp uses usually a feature specifies an indicator func on a yes no boolean matching func on of proper es of the input and a par cular class f c d φ d c c value is or i j each feature picks out a data subset and suggests a label for it
NLP_ch8,17,christopher manning feature based models the decision about a data point is based only on the features ac ve at that point data data data business stocks to restructure dt jj nn hit a yearly low bank money debt the previous fall label business label money label nn features features features stocks hit a w restructure w fall t jj yearly low w debt l w previous text word sense pos tagging categorization disambiguation
NLP_ch8,18,christopher manning example text categoriza on zhang and oles features are presence of each word in a document and the document class they do feature selec on to use reliable indicator words tests on classic reuters data set and others naïve bayes f linear regression logis c regression support vector machine paper emphasizes the importance of regulariza on smoothing for successful use of discrimina ve methods not used in much early nlp ir work
NLP_ch8,19,christopher manning other maxent classifier examples you can use a maxent classifier whenever you want to assign data points to one of a number of classes sentence boundary detec on mikheev is a period end of sentence or abbrevia on sen ment analysis pang and lee word unigrams bigrams pos counts pp ayachment ratnaparkhi ayach to verb or noun features of head noun preposi on etc parsing decisions in general ratnaparkhi johnson et al etc
NLP_ch8,20,discrimina ve model features making features from text for discrimina ve nlp models christopher manning
NLP_ch8,21,feature based linear classifiers how to put features into a classifier
NLP_ch8,22,christopher manning feature based linear classifiers linear classifiers at classifica on me linear function from feature sets f to classes c i assign a weight λ to each feature f i i we consider each class for an observed datum d for a pair c d features vote with their weights vote c σλf c d i i person location drug in québec in québec in québec choose the class c which maximizes σλf c d i i
NLP_ch8,23,christopher manning feature based linear classifiers linear classifiers at classifica on me linear function from feature sets f to classes c i assign a weight λ to each feature f i i we consider each class for an observed datum d for a pair c d features vote with their weights vote c σλf c d i i person location drug in québec in québec in québec choose the class c which maximizes σλf c d location i i
NLP_ch8,24,christopher manning feature based linear classifiers there are many ways to chose weights for features perceptron find a currently misclassified example and nudge weights in the direc on of its correct classifica on margin based methods support vector machines
