doc_id,page_number,text_raw,text_tfidf,text_embed
IR_ch7,43,"Introduction to Information Retrieval (One) Poisson Model flaw ▪Is a reasonable fit for “general” words ▪Is a poor fit for topic-specific words ▪get higher p(k) than predicted too often Documents containing k occurrences of word (λ = 53/650) Freq Word 0 1 2 3 4 5 6 7 8 9 10 11 12 53 expected 599 49 2 52 based 600 48 2 53 conditions 604 39 7 55 cathexis 619 22 3 2 1 2 0 1 51 comic 642 3 0 1 0 0 0 0 0 0 1 1 2 Harter, “A Probabilistic Approach to Automatic Keyword Indexing”, JASIST, 1975",introduct inform retriev poisson model flaw reason fit gener word poor fit topic specif word higher p k predict document contain k occurr word λ freq word expect base condit cathexi comic harter probabilist approach automat keyword index jasist,"introduction to information retrieval (one) poisson model flaw ▪is a reasonable fit for “general” words ▪is a poor fit for topic-specific words ▪get higher p(k) than predicted too often documents containing k occurrences of word (λ = 53/650) freq word 0 1 2 3 4 5 6 7 8 9 10 11 12 53 expected 599 49 2 52 based 600 48 2 53 conditions 604 39 7 55 cathexis 619 22 3 2 1 2 0 1 51 comic 642 3 0 1 0 0 0 0 0 0 1 1 2 harter, “a probabilistic approach to automatic keyword indexing”, jasist, 1975"
IR_ch7,44,"Introduction to Information Retrieval Eliteness (“aboutness”) ▪Model term frequencies using eliteness ▪What is eliteness? ▪Hidden variable for each document-term pair, denoted as Ei for term i ▪Represents aboutness: a term is elite in a document if, in some sense, the document is about the concept denoted by the term ▪Eliteness is binary ▪Term occurrences depend only on eliteness… ▪… but eliteness depends on relevance",introduct inform retriev elit about model term frequenc use elit elit hidden variabl document term pair denot ei term repres about term elit document sens document concept denot term elit binari term occurr depend elit elit depend relev,"introduction to information retrieval eliteness (“aboutness”) ▪model term frequencies using eliteness ▪what is eliteness? ▪hidden variable for each document-term pair, denoted as ei for term i ▪represents aboutness: a term is elite in a document if, in some sense, the document is about the concept denoted by the term ▪eliteness is binary ▪term occurrences depend only on eliteness… ▪… but eliteness depends on relevance"
IR_ch7,45,Introduction to Information Retrieval Elite terms Text from the Wikipedia page on the NFL draft showing elite terms The National Football League Draft is an annual event in which the National Football League (NFL) teams select eligible college football players.  It serves as the league’s most common source of player recruitment.  The basic design of the draft is that each team is given a position in the draft order in reverse order relative to its record …,introduct inform retriev elit term text wikipedia page nfl draft show elit term nation footbal leagu draft annual event nation footbal leagu nfl team select elig colleg footbal player serv leagu s common sourc player recruit basic design draft team given posit draft order revers order rel record,introduction to information retrieval elite terms text from the wikipedia page on the nfl draft showing elite terms the national football league draft is an annual event in which the national football league (nfl) teams select eligible college football players. it serves as the league’s most common source of player recruitment. the basic design of the draft is that each team is given a position in the draft order in reverse order relative to its record …
IR_ch7,46,Introduction to Information Retrieval Graphical model with eliteness R tfi i Î q Frequencies (not binary) Ei Binary variables,introduct inform retriev graphic model elit r tfi î q frequenc binari ei binari variabl,introduction to information retrieval graphical model with eliteness r tfi i î q frequencies (not binary) ei binary variables
IR_ch7,47,"Introduction to Information Retrieval Retrieval Status Value ▪Similar to the BIM derivation, we have where and using eliteness, we have: RSV elite = ci elite iÎq,tfi>0 å (tfi); p(TFi = tfi R) = p(TFi = tfi Ei = elite)p(Ei = elite R) +p(TFi = tfi Ei = elite)(1- p(Ei = elite R)) ci elite(tfi) = log p(TFi = tfi R =1)p(TFi = 0 R = 0) p(TFi = 0 R =1)p(TFi = tfi R = 0)",introduct inform retriev retriev statu valu similar bim deriv use elit rsv elit ci elit iîq tfi å tfi p tfi tfi r p tfi tfi ei elit p ei elit r p tfi tfi ei elit p ei elit r ci elit tfi log p tfi tfi r p tfi r p tfi r p tfi tfi r,"introduction to information retrieval retrieval status value ▪similar to the bim derivation, we have where and using eliteness, we have: rsv elite = ci elite iîq,tfi>0 å (tfi); p(tfi = tfi r) = p(tfi = tfi ei = elite)p(ei = elite r) +p(tfi = tfi ei = elite)(1- p(ei = elite r)) ci elite(tfi) = log p(tfi = tfi r =1)p(tfi = 0 r = 0) p(tfi = 0 r =1)p(tfi = tfi r = 0)"
IR_ch7,48,"Introduction to Information Retrieval 2-Poisson model ▪The problems with the 1-Poisson model suggests fitting two Poisson distributions ▪In the “2-Poisson model”, the distribution is different depending on whether the term is elite or not ▪where π is probability that document is elite for term ▪but, unfortunately, we don’t know π, λ, μ p(TFi = ki R) =",introduct inform retriev poisson model problem poisson model suggest fit poisson distribut poisson model distribut differ depend term elit π probabl document elit term unfortun don t know π λ μ p tfi ki r,"introduction to information retrieval 2-poisson model ▪the problems with the 1-poisson model suggests fitting two poisson distributions ▪in the “2-poisson model”, the distribution is different depending on whether the term is elite or not ▪where π is probability that document is elite for term ▪but, unfortunately, we don’t know π, λ, μ p(tfi = ki r) ="
IR_ch7,49,Introduction to Information Retrieval Let’s get an idea: Graphing                  for different parameter values of the 2-Poisson ci elite(tfi),introduct inform retriev let s idea graph differ paramet valu poisson ci elit tfi,introduction to information retrieval let’s get an idea: graphing for different parameter values of the 2-poisson ci elite(tfi)
IR_ch7,50,Introduction to Information Retrieval Qualitative properties ▪ ▪                increases monotonically with tfi ▪… but asymptotically approaches a maximum value as                           [not true for simple scaling of tf] ▪… with the asymptotic limit being ci elite(0) = 0 ci elite(tfi) ci BIM Weight of eliteness feature tfi ®¥,introduct inform retriev qualit properti increas monoton tfi asymptot approach maximum valu true simpl scale tf asymptot limit ci elit ci elit tfi ci bim weight elit featur tfi,introduction to information retrieval qualitative properties ▪ ▪ increases monotonically with tfi ▪… but asymptotically approaches a maximum value as [not true for simple scaling of tf] ▪… with the asymptotic limit being ci elite(0) = 0 ci elite(tfi) ci bim weight of eliteness feature tfi ®¥
IR_ch7,51,Introduction to Information Retrieval Approximating the saturation function ▪Estimating parameters for the 2-Poisson model is not easy ▪… So approximate it with a simple parametric curve that has the same qualitative properties tf k1 +tf,introduct inform retriev approxim satur function estim paramet poisson model easi approxim simpl parametr curv qualit properti tf k tf,introduction to information retrieval approximating the saturation function ▪estimating parameters for the 2-poisson model is not easy ▪… so approximate it with a simple parametric curve that has the same qualitative properties tf k1 +tf
IR_ch7,52,"Introduction to Information Retrieval Saturation function ▪For high values of k1, increments in tfi continue to contribute significantly to the score ▪Contributions tail off quickly for low values of k1",introduct inform retriev satur function high valu k increment tfi continu contribut significantli score contribut tail quickli low valu k,"introduction to information retrieval saturation function ▪for high values of k1, increments in tfi continue to contribute significantly to the score ▪contributions tail off quickly for low values of k1"
IR_ch7,53,"Introduction to Information Retrieval “Early” versions of BM25 ▪Version 1: using the saturation function ▪Version 2: BIM simplification to IDF ▪(k1+1) factor doesn’t change ranking, but makes term score 1 when tfi = 1 ▪Similar to tf-idf, but term scores are bounded ci BM 25v1(tfi) = ci BIM tfi k1 +tfi ci BM 25v2(tfi) = log N dfi ´ (k1 +1)tfi k1 +tfi",introduct inform retriev earli version bm version use satur function version bim simplif idf k factor doesn t chang rank make term score tfi similar tf idf term score bound ci bm v tfi ci bim tfi k tfi ci bm v tfi log n dfi k tfi k tfi,"introduction to information retrieval “early” versions of bm25 ▪version 1: using the saturation function ▪version 2: bim simplification to idf ▪(k1+1) factor doesn’t change ranking, but makes term score 1 when tfi = 1 ▪similar to tf-idf, but term scores are bounded ci bm 25v1(tfi) = ci bim tfi k1 +tfi ci bm 25v2(tfi) = log n dfi ´ (k1 +1)tfi k1 +tfi"
IR_ch7,54,Introduction to Information Retrieval Document length normalization ▪Longer documents are likely to have larger tfi values ▪Why might documents be longer? ▪Verbosity: suggests observed tfi too high ▪Larger scope: suggests observed tfi may be right ▪A real document collection probably has both effects ▪… so should apply some kind of partial normalization,introduct inform retriev document length normal longer document like larger tfi valu document longer verbos suggest observ tfi high larger scope suggest observ tfi right real document collect probabl effect appli kind partial normal,introduction to information retrieval document length normalization ▪longer documents are likely to have larger tfi values ▪why might documents be longer? ▪verbosity: suggests observed tfi too high ▪larger scope: suggests observed tfi may be right ▪a real document collection probably has both effects ▪… so should apply some kind of partial normalization
